Gender,Card_Category,Missing_Income,Income_Category,Missing_Education,Education_Level,Marital_Divorced,Marital_Married,Marital_Single,Marital_Unknown,Customer_Age,Avg_Utilization_Ratio,Avg_Open_To_Buy,Total_Trans_Amt,Dependent_count,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Attrition
0,1,0,1,1,2,0,1,0,0,54,0.905,142.0,4365,4,3,2,0,1349,0.756,0.732,0
0,1,0,1,0,2,1,0,0,0,28,0.455,1387.0,3864,1,4,1,3,1156,0.641,0.684,0
0,1,0,1,0,4,1,0,0,0,50,0.525,1645.0,4635,2,3,2,3,1817,0.717,0.711,0
0,1,0,1,0,2,0,1,0,0,44,0.0,1699.0,5495,3,3,3,1,0,0.653,0.642,0
0,1,1,1,0,2,0,1,0,0,46,0.14,11259.0,1552,3,3,4,3,1836,0.432,0.185,1
1,1,0,4,1,2,0,0,1,0,47,0.285,6306.0,4674,5,6,2,3,2517,0.812,0.848,0
1,1,0,4,0,3,0,1,0,0,48,0.199,3546.0,4386,1,6,1,1,883,0.688,0.537,0
0,1,1,1,0,1,0,1,0,0,58,0.334,3593.0,2107,4,1,4,3,1803,0.493,0.393,1
0,1,0,2,0,1,0,0,1,0,65,0.912,213.0,3918,0,4,1,3,2205,0.84,0.51,0
0,1,0,1,0,2,0,0,1,0,56,0.859,294.0,5774,1,5,2,3,1792,0.859,0.909,0
0,1,0,2,0,2,0,0,1,0,48,0.353,1228.0,2434,3,5,3,3,671,0.736,0.406,1
1,1,0,2,0,2,0,0,1,0,43,0.0,7564.0,4743,5,4,1,2,0,0.61,0.822,0
1,1,0,4,0,2,0,1,0,0,41,0.093,11891.0,4800,2,3,2,2,1225,0.735,0.605,0
0,1,0,1,0,6,0,1,0,0,35,0.421,832.3,5062,4,3,1,3,606,0.692,0.818,0
0,1,0,1,0,1,0,1,0,0,48,0.0,3716.0,4833,3,4,1,2,0,0.886,0.521,0
0,1,0,1,1,2,0,1,0,0,50,0.483,1587.0,4351,1,3,5,3,1482,0.663,0.721,0
0,1,0,1,0,1,0,0,1,0,51,0.802,398.0,2760,1,6,3,3,1608,1.043,0.652,1
0,1,0,2,0,1,0,1,0,0,45,0.757,716.0,3635,4,5,2,1,2232,0.858,0.58,0
0,1,0,1,1,2,0,0,1,0,47,0.0,1438.3,3511,3,4,2,3,0,1.001,0.882,0
0,1,0,1,0,3,0,1,0,0,35,0.466,768.3,4321,1,3,2,3,670,0.909,0.804,0
0,1,0,2,0,2,0,1,0,0,58,0.41,2756.0,4363,3,5,3,1,1913,0.591,0.973,0
0,2,0,1,0,2,0,1,0,0,48,0.0,13994.0,3299,2,5,2,2,0,0.57,0.853,0
1,1,0,5,0,2,0,0,1,0,57,0.0,8760.0,2460,2,3,5,3,0,0.726,0.56,1
0,1,0,1,0,1,0,1,0,0,53,0.0,1688.0,4375,1,3,2,2,0,0.641,0.605,0
0,1,1,1,0,4,0,1,0,0,46,0.182,8087.0,4725,2,6,3,3,1794,0.582,0.735,0
1,1,0,4,0,2,0,0,1,0,39,0.202,3617.0,4211,4,6,2,0,917,0.84,0.61,0
0,1,0,1,0,3,0,0,1,0,57,0.408,2099.0,3691,4,5,3,3,1446,0.638,0.917,0
0,1,0,1,0,4,0,0,1,0,57,0.823,329.0,4681,2,4,2,2,1528,0.698,0.868,0
0,1,1,1,0,3,0,0,1,0,56,0.382,2062.0,4284,4,5,1,1,1272,1.12,0.587,0
0,1,0,2,1,2,0,0,1,0,55,0.801,497.0,2590,3,5,3,4,1999,0.724,0.667,1
0,1,0,1,0,4,0,1,0,0,41,0.532,673.3,4053,3,3,1,2,765,0.644,0.692,0
0,1,0,1,0,6,0,1,0,0,45,0.0,1438.3,2429,4,3,2,2,0,0.68,0.652,1
1,1,0,4,0,2,0,0,1,0,52,0.137,8072.0,4173,3,4,2,2,1285,0.694,0.711,0
0,1,0,1,0,2,0,1,0,0,40,0.691,749.0,4258,2,3,2,3,1674,0.644,0.538,0
0,1,0,2,0,2,0,0,1,0,45,0.833,323.0,4773,1,5,2,2,1613,0.841,0.818,0
1,1,0,4,0,2,1,0,0,0,43,0.569,769.0,3861,1,4,3,3,1014,0.956,0.558,0
0,1,0,1,1,2,0,1,0,0,59,0.0,1438.3,4155,0,4,1,2,0,0.622,0.632,0
0,1,0,1,0,2,0,0,1,0,56,0.0,1438.3,4333,2,4,1,3,0,0.622,0.826,0
0,2,0,1,0,5,0,1,0,0,44,0.097,9557.0,4721,2,6,3,2,1023,0.907,0.8,0
0,1,0,1,1,2,0,0,1,0,54,0.286,3281.0,3507,2,5,3,2,1316,0.646,0.511,0
0,1,0,1,0,1,0,1,0,0,49,0.561,727.0,4408,4,4,2,3,929,0.898,0.681,0
0,1,0,1,0,1,0,0,1,0,39,0.0,3279.0,5048,0,5,3,2,0,0.765,0.923,0
0,1,0,2,0,4,0,1,0,0,49,0.617,988.0,4683,3,6,2,3,1590,0.657,0.618,0
0,1,0,2,0,2,0,1,0,0,44,0.0,4068.0,5161,4,3,3,3,0,1.121,0.766,0
0,1,0,1,0,2,0,1,0,0,42,0.248,1600.0,2289,4,5,2,3,528,0.525,0.414,1
0,1,0,1,0,6,0,1,0,0,45,0.837,442.0,2362,2,4,3,4,2262,0.87,0.444,1
0,1,0,1,0,5,0,0,0,1,38,0.664,631.0,4650,3,4,1,0,1247,0.67,0.614,0
0,1,1,1,0,4,0,1,0,0,46,0.0,10600.0,4697,3,3,3,3,0,0.777,0.523,0
0,1,0,1,0,3,1,0,0,0,58,0.0,9909.0,1844,0,3,2,6,0,0.466,0.64,1
0,1,0,1,0,2,0,1,0,0,57,0.59,682.0,4420,1,3,2,3,983,0.889,0.72,0
1,1,0,5,0,2,1,0,0,0,50,0.0,1656.0,2073,1,1,3,2,0,0.626,0.833,1
1,1,0,3,0,1,0,0,0,1,53,0.073,13077.0,2950,1,3,3,4,1034,0.505,0.684,0
0,1,0,1,0,2,0,1,0,0,52,0.611,782.0,3822,1,4,2,3,1230,0.668,0.659,0
0,1,0,1,0,5,0,1,0,0,43,0.637,1030.0,4279,2,6,1,1,1807,0.609,0.627,0
0,1,0,1,0,2,0,0,1,0,40,0.0,1709.0,4981,3,6,2,2,0,0.685,0.975,0
0,1,0,1,1,2,0,1,0,0,49,0.152,4846.0,4331,1,5,2,1,868,0.636,0.7,0
1,1,0,4,1,2,0,1,0,0,41,0.206,4028.0,3358,3,4,1,3,1043,0.667,0.722,0
1,1,0,3,0,3,0,1,0,0,51,0.0,24028.0,3531,3,3,3,3,0,0.496,0.738,0
0,1,1,1,0,5,0,0,0,1,31,0.0,13882.0,4798,2,5,3,3,0,0.87,0.822,0
0,1,0,2,0,2,0,0,0,1,49,0.26,2654.0,4399,3,3,2,2,931,0.62,0.733,0
1,1,0,3,0,3,0,0,1,0,40,0.233,6998.0,4564,3,4,2,2,2126,0.449,0.548,0
0,1,1,1,0,2,0,1,0,0,45,0.0,2705.0,4749,4,4,2,2,0,0.736,0.778,0
0,1,0,1,0,2,0,0,1,0,56,0.569,835.0,4578,1,4,3,2,1101,0.984,0.892,0
1,1,0,3,0,1,0,1,0,0,49,0.266,5913.0,4370,3,5,2,3,2138,0.716,0.886,0
0,1,0,2,0,2,0,1,0,0,36,0.445,2018.0,4045,1,5,1,3,1617,0.828,1.067,0
0,1,0,1,0,1,0,1,0,0,46,0.587,1045.0,4143,1,4,2,2,1487,0.581,1.029,0
0,1,0,1,1,2,0,1,0,0,54,0.0,2028.0,4030,4,3,1,3,0,0.823,0.733,0
0,1,0,1,0,6,0,1,0,0,42,0.0,4304.0,1788,4,3,2,3,0,0.183,0.091,1
0,1,1,1,0,2,0,0,0,1,46,0.313,4562.0,4659,3,4,1,2,2082,0.915,0.854,0
0,1,0,1,0,3,0,1,0,0,45,0.355,1180.0,4838,5,3,1,3,650,0.724,0.972,0
1,1,0,5,0,3,0,1,0,0,37,0.285,5437.0,4495,2,4,3,3,2170,0.377,0.674,0
0,1,0,1,0,2,0,0,1,0,55,0.0,2060.0,1976,3,3,3,5,0,0.251,0.257,1
0,1,0,1,0,1,0,0,1,0,49,0.63,532.3,4457,2,3,2,2,906,0.541,0.714,0
1,1,0,4,0,1,0,0,1,0,41,0.481,1623.0,3662,4,4,3,3,1503,0.892,0.644,0
0,1,0,2,0,5,0,0,1,0,47,0.234,5274.0,3804,4,4,6,3,1611,0.955,0.861,0
1,1,0,4,0,1,0,0,0,1,42,0.0,1871.0,2593,4,4,3,4,0,0.73,0.548,1
0,1,0,1,0,2,0,0,1,0,31,0.632,1026.0,4358,0,4,2,3,1761,0.67,0.648,0
1,1,0,3,0,5,0,1,0,0,50,0.792,389.0,4097,2,6,3,2,1478,0.727,0.707,0
0,1,0,1,1,2,0,1,0,0,41,0.0,1438.3,1852,3,3,2,3,0,0.372,0.31,1
0,1,0,1,0,2,0,0,1,0,47,0.0,2473.0,2133,4,6,4,3,0,0.547,0.419,1
1,1,0,2,0,5,0,0,1,0,40,0.335,3085.0,3870,4,6,3,2,1555,0.78,0.707,0
0,1,0,1,0,1,0,1,0,0,47,0.889,301.0,5201,4,6,3,0,2411,0.844,0.907,0
0,1,1,1,0,2,0,0,0,1,46,0.0,8869.0,1935,3,3,2,1,0,0.413,0.429,1
0,1,1,1,0,2,0,1,0,0,51,0.181,3157.0,2443,4,2,3,5,696,0.882,0.583,1
0,1,0,1,0,4,0,1,0,0,53,0.501,717.3,4606,3,4,2,3,721,0.601,0.955,0
1,1,0,4,0,5,1,0,0,0,50,0.035,13898.0,2351,3,3,2,3,511,0.799,0.3,1
0,1,0,2,0,1,0,0,1,0,59,0.0,1665.0,2748,1,5,3,3,0,1.01,0.333,1
0,1,0,1,0,2,0,1,0,0,43,0.0,2639.0,4892,3,6,1,3,0,0.892,0.771,0
0,1,0,1,0,1,0,1,0,0,59,0.67,772.0,3964,2,6,1,1,1566,0.533,0.5,0
0,1,0,1,0,2,0,1,0,0,51,0.491,1412.0,4802,1,3,3,0,1362,0.866,0.685,0
0,1,1,1,0,4,0,0,1,0,57,0.114,3795.0,4689,1,6,1,1,488,0.865,0.477,0
0,1,1,1,0,3,0,0,1,0,47,0.402,3746.0,2613,4,3,4,3,2517,0.857,0.724,1
0,1,0,1,0,2,0,0,1,0,35,0.562,1016.0,4161,2,6,3,3,1301,0.925,1.219,0
0,1,0,1,0,4,1,0,0,0,55,0.598,899.0,4540,2,5,2,1,1340,0.658,0.587,0
0,1,0,1,0,4,0,1,0,0,41,0.0,2225.0,4917,1,6,3,3,0,1.06,0.75,0
0,1,0,1,0,2,0,0,1,0,51,0.756,371.0,4927,3,6,2,3,1148,0.767,0.738,0
0,1,1,1,0,3,0,1,0,0,48,0.4,3295.0,5125,5,4,2,3,2200,0.696,0.771,0
0,1,0,1,0,2,0,1,0,0,51,0.549,965.0,4317,3,6,1,1,1176,0.746,0.778,0
0,1,0,1,0,1,0,1,0,0,43,0.683,830.0,5219,2,4,1,2,1786,0.876,0.75,0
0,1,0,1,0,2,1,0,0,0,39,0.247,4138.0,3566,3,3,1,1,1356,0.463,0.884,0
0,1,0,1,0,1,0,1,0,0,52,0.866,268.0,2343,3,3,5,1,1735,0.855,0.355,1
0,1,0,1,0,3,0,0,1,0,47,0.717,593.0,4130,4,3,1,2,1499,0.811,1.162,0
1,1,0,4,0,1,0,0,1,0,44,0.381,4089.0,4493,0,6,3,2,2517,0.825,0.659,0
0,1,1,1,0,4,0,1,0,0,42,0.0,7102.0,4083,4,3,3,2,0,0.599,0.744,0
0,2,0,1,1,2,0,1,0,0,51,0.082,12680.0,3723,2,6,2,3,1132,0.699,0.867,0
1,1,0,4,0,2,0,0,1,0,56,0.237,5399.0,4160,1,5,3,2,1676,1.268,0.667,0
1,1,0,2,0,4,0,0,1,0,44,0.393,2594.0,4820,1,6,1,2,1680,0.78,0.765,0
0,1,0,1,0,1,0,0,1,0,47,0.0,2317.0,4894,3,5,1,3,0,0.57,0.854,0
0,1,0,1,0,3,0,0,1,0,51,0.446,796.3,1939,2,3,3,3,642,0.405,0.4,1
1,1,0,3,0,1,0,1,0,0,47,0.0,2888.0,4345,4,5,3,3,0,0.717,0.786,0
0,1,1,1,0,4,0,0,1,0,44,0.054,11640.0,4176,4,4,1,2,670,0.801,0.767,0
1,1,0,4,1,2,0,1,0,0,48,0.77,373.0,4164,4,4,3,3,1249,0.585,0.61,0
0,1,0,1,0,2,0,1,0,0,45,0.0,1438.3,2153,4,3,2,1,0,0.685,0.346,1
1,1,0,3,1,2,0,0,1,0,40,0.0,12559.0,4700,3,6,2,2,0,0.715,0.511,0
0,1,0,2,0,3,0,0,0,1,56,0.439,1642.0,3875,1,4,3,3,1287,0.497,0.595,0
0,1,0,1,1,2,1,0,0,0,48,0.0,1438.3,1897,3,5,2,4,0,0.5,0.706,1
0,1,0,1,1,2,0,0,1,0,50,0.442,1293.0,4099,1,4,1,2,1026,0.521,0.721,0
0,1,1,1,0,3,0,1,0,0,37,0.126,6931.0,4094,2,4,3,3,996,0.521,0.771,0
0,1,0,1,0,2,1,0,0,0,55,0.0,1720.0,2719,2,2,6,3,0,0.707,0.44,1
1,1,0,3,1,2,0,0,1,0,38,0.199,2918.0,4517,3,5,1,3,724,0.68,0.837,0
0,1,0,2,0,1,0,1,0,0,49,0.0,3881.0,4177,3,5,1,2,0,0.601,0.737,0
1,1,0,5,0,6,0,0,0,1,47,0.187,4992.0,4330,3,6,2,2,1151,0.866,0.895,0
0,1,0,1,1,2,0,1,0,0,42,0.0,1438.3,4154,1,3,3,0,0,0.72,0.814,0
0,1,0,1,0,4,0,0,0,1,52,0.66,692.0,4643,4,6,3,1,1343,0.835,0.686,0
0,1,0,1,0,1,0,1,0,0,47,0.0,3899.0,2182,2,5,3,3,0,0.718,0.429,1
0,1,0,2,1,2,0,0,1,0,52,0.546,899.0,3913,1,4,2,2,1082,0.584,0.731,0
0,1,0,1,0,2,0,0,1,0,50,0.207,1920.0,2548,1,1,3,4,502,0.997,0.484,1
1,1,0,3,0,2,0,1,0,0,52,0.067,11164.0,4853,2,6,3,3,800,0.954,0.848,0
0,1,1,1,0,4,0,1,0,0,50,0.0,3862.0,4058,4,6,4,3,0,0.578,0.723,0
1,1,0,3,0,4,0,1,0,0,46,0.0,33142.0,4347,2,5,4,2,0,0.846,0.575,0
1,2,0,5,0,1,0,0,1,0,40,0.042,33080.0,3564,2,3,4,2,1436,0.688,0.825,0
0,1,0,1,0,1,0,1,0,0,42,0.0,3454.0,2826,4,6,3,3,0,0.862,0.625,1
0,1,0,1,0,2,0,1,0,0,29,0.639,986.0,4702,2,6,3,2,1746,1.028,0.771,0
1,1,0,3,0,1,1,0,0,0,50,0.588,695.0,4342,4,4,2,2,992,0.721,0.783,0
0,1,0,1,0,2,0,1,0,0,43,0.0,3523.0,3174,3,4,2,4,0,0.973,0.222,1
1,1,0,5,0,3,0,0,1,0,40,0.351,3749.0,3732,4,4,3,2,2024,0.977,0.972,0
0,1,1,1,0,2,0,1,0,0,45,0.158,3756.0,2526,3,3,5,3,706,0.886,0.414,1
0,1,0,1,0,6,0,1,0,0,35,0.45,2187.0,4419,3,5,2,2,1789,0.931,0.829,0
0,1,0,1,0,4,0,0,1,0,55,0.85,402.0,4943,3,3,3,3,2277,0.736,0.735,0
0,1,0,2,1,2,0,1,0,0,49,0.0,1564.0,5172,4,6,3,2,0,1.114,0.733,0
0,1,0,2,0,1,0,0,1,0,53,0.474,808.0,4133,2,5,2,3,728,0.604,0.529,0
1,1,0,2,0,1,0,1,0,0,46,0.504,1179.0,4087,5,6,2,1,1196,0.641,0.833,0
0,1,0,1,0,1,0,1,0,0,50,0.0,2719.0,4172,3,4,3,3,0,0.794,0.97,0
0,1,0,2,0,2,1,0,0,0,53,0.72,945.0,5220,4,5,3,1,2424,0.825,0.592,0
0,1,0,1,0,2,0,0,1,0,58,0.54,1460.0,3797,1,5,1,1,1713,0.609,0.786,0
0,1,0,1,0,1,0,0,0,1,47,0.0,3139.0,4892,2,4,2,2,0,0.728,0.827,0
0,1,0,1,0,1,0,1,0,0,50,0.0,2140.0,2915,3,3,3,4,0,0.765,0.316,1
0,1,0,1,0,3,0,0,1,0,56,0.0,2258.0,4803,3,4,3,2,0,0.617,0.714,0
1,1,0,2,0,2,0,1,0,0,48,0.734,644.0,4035,3,5,1,1,1779,0.503,0.805,0
0,1,0,1,0,1,0,0,1,0,55,0.829,407.0,4301,1,4,3,3,1969,0.788,1.026,0
1,1,0,1,0,2,0,0,1,0,38,0.863,231.0,3928,1,4,5,2,1459,0.667,0.643,0
0,1,0,2,0,1,0,1,0,0,46,0.0,8583.0,1794,3,2,3,2,0,0.358,0.292,1
0,1,0,1,0,2,0,0,1,0,52,0.717,849.0,4724,3,5,2,1,2147,0.503,0.737,0
0,1,1,1,0,5,0,0,1,0,49,0.693,884.0,4334,1,6,3,2,1996,0.719,0.884,0
1,3,0,3,0,3,1,0,0,0,48,0.041,33090.0,4814,4,4,3,1,1426,0.621,0.69,0
0,1,1,1,0,6,0,0,1,0,36,0.13,6061.0,4855,2,5,2,3,905,0.755,0.5,0
1,1,0,5,0,4,0,1,0,0,36,0.141,9717.0,2595,3,2,2,3,1599,0.713,0.361,1
0,1,0,1,0,1,0,0,1,0,38,0.697,435.3,4247,0,4,2,1,1003,0.629,0.714,0
1,1,0,5,0,3,1,0,0,0,44,0.0,11362.0,3197,1,3,2,3,0,0.668,0.564,0
0,1,1,1,0,6,0,1,0,0,52,0.0,7210.0,2516,0,6,4,3,0,0.769,0.8,1
0,1,1,1,0,4,0,0,1,0,55,0.097,7037.0,4835,4,5,3,3,753,0.968,0.826,0
0,1,0,1,1,2,0,1,0,0,37,0.784,436.0,4391,2,3,3,1,1587,0.647,0.837,0
0,1,0,2,0,2,0,1,0,0,51,0.138,7858.0,3837,3,5,2,3,1259,0.88,0.705,0
0,1,0,1,0,6,0,0,0,1,41,0.522,861.0,3797,2,4,1,2,940,0.594,0.721,0
1,1,0,4,0,1,0,1,0,0,51,0.124,7700.0,4537,2,6,6,3,1087,0.974,1.273,0
1,2,0,4,0,2,0,1,0,0,40,0.023,26794.0,4051,4,6,1,3,642,0.705,0.761,0
0,1,0,1,0,6,0,0,1,0,65,0.873,278.0,4205,2,6,3,2,1917,0.535,0.625,0
1,1,0,3,0,4,0,1,0,0,46,0.041,13166.0,4283,4,5,3,2,568,0.719,0.861,0
1,1,0,4,0,2,0,1,0,0,45,0.684,863.0,3915,4,6,2,3,1868,0.533,0.65,0
1,1,0,3,0,2,0,0,1,0,49,0.625,919.0,4185,3,3,2,0,1534,0.785,0.784,0
1,1,0,4,1,2,0,1,0,0,49,0.207,5909.0,4960,3,6,3,3,1542,0.684,0.565,0
0,1,0,2,0,1,0,1,0,0,41,0.679,850.0,4081,3,3,3,3,1794,0.863,0.8,0
1,2,0,3,0,2,0,1,0,0,41,0.024,33691.0,2022,4,3,2,3,825,0.616,0.733,1
1,1,0,4,0,2,0,1,0,0,41,0.294,3231.0,4726,5,4,4,3,1344,0.46,0.561,0
0,1,0,1,0,4,0,0,1,0,51,0.365,3088.0,4329,1,3,3,2,1772,0.561,0.86,0
0,1,0,1,0,2,0,1,0,0,46,0.355,928.3,3399,2,6,4,2,510,0.711,0.784,0
0,1,0,1,1,2,0,0,1,0,37,0.0,1690.0,2645,2,3,2,4,0,0.69,0.622,1
1,1,0,2,0,3,0,1,0,0,39,0.0,1438.3,4596,5,4,2,3,0,0.677,0.745,0
1,1,0,4,0,3,0,0,1,0,46,0.031,23746.0,4561,5,3,3,2,766,0.509,0.368,0
0,1,0,2,0,1,0,0,1,0,43,0.891,180.0,2086,3,1,3,2,1474,0.586,0.621,1
1,1,0,3,0,2,0,0,1,0,63,0.0,21430.0,3561,1,6,1,2,0,0.511,0.676,0
1,2,0,5,0,2,0,1,0,0,50,0.055,32601.0,3828,1,4,3,3,1915,0.625,1.321,0
1,1,0,2,0,3,0,1,0,0,37,0.528,679.3,4446,4,6,3,2,759,0.858,0.72,0
0,1,0,1,0,6,0,0,1,0,33,0.557,1241.0,4253,2,5,2,3,1559,0.598,0.694,0
1,1,0,4,0,5,0,1,0,0,44,0.449,1717.0,4391,4,3,2,2,1400,0.913,0.809,0
1,1,0,3,0,3,0,1,0,0,44,0.788,542.0,3792,2,6,3,3,2016,0.806,0.5,0
1,1,0,4,0,1,0,1,0,0,47,0.0,10061.0,2802,3,2,3,2,0,0.787,0.529,1
0,1,1,1,0,2,0,0,0,1,45,0.213,2689.0,4121,4,4,1,3,727,0.58,0.729,0
0,1,1,1,0,2,0,1,0,0,39,0.114,8305.0,4754,3,3,3,3,1066,0.89,0.857,0
0,1,0,1,0,2,0,1,0,0,47,0.779,694.0,4465,3,3,1,2,2453,0.744,0.952,0
0,1,0,1,1,2,0,0,1,0,52,0.596,628.0,4997,3,4,2,2,926,0.785,0.927,0
0,1,1,1,0,3,0,0,1,0,47,0.0,3502.0,1895,5,5,4,5,0,0.531,0.4,1
0,1,0,1,0,2,0,0,1,0,49,0.622,1026.0,4678,4,4,2,2,1686,0.791,0.644,0
0,1,0,1,0,4,0,1,0,0,59,0.0,1438.3,4817,0,6,1,0,0,0.715,0.688,0
1,1,0,5,0,1,0,1,0,0,39,0.513,1599.0,4109,3,6,3,2,1682,0.577,0.5,0
0,1,0,2,0,1,0,1,0,0,35,0.0,1438.3,2500,5,3,2,6,0,0.763,0.517,1
0,1,0,1,0,2,0,0,1,0,39,0.74,643.0,3837,2,5,3,3,1826,0.666,0.721,0
1,1,0,3,1,2,0,1,0,0,41,0.0,3497.0,4345,4,4,2,3,0,0.696,0.756,0
0,1,0,2,1,2,0,0,0,1,46,0.0,2505.0,4384,4,4,2,3,0,0.8,0.86,0
1,1,0,4,0,2,0,1,0,0,34,0.692,850.0,4136,2,5,1,3,1913,0.598,0.568,0
0,1,0,1,0,3,0,1,0,0,49,0.0,2081.0,4863,2,5,2,3,0,1.004,0.706,0
0,1,1,1,0,2,0,1,0,0,55,0.656,967.0,2618,3,1,3,1,1848,0.563,0.45,1
0,1,0,1,0,2,0,0,1,0,56,0.0,1737.0,4723,1,4,1,3,0,0.953,0.625,0
0,1,1,1,0,1,0,0,1,0,52,0.132,7884.0,4458,4,5,3,3,1194,0.745,0.812,0
1,1,0,2,0,3,0,0,0,1,46,0.317,4225.0,2225,5,5,4,3,1960,0.669,0.875,1
0,1,1,1,0,2,1,0,0,0,51,0.871,267.0,4402,2,5,3,3,1802,0.651,0.75,0
1,1,0,3,0,3,0,1,0,0,45,0.0,9234.0,2586,3,3,3,3,0,0.629,0.257,1
0,1,0,1,0,2,0,0,1,0,37,0.0,2684.0,4796,1,3,3,3,0,0.66,0.635,0
0,1,0,2,0,1,0,1,0,0,48,0.0,2151.0,4604,3,3,2,2,0,0.763,0.72,0
1,1,0,4,0,4,0,0,1,0,52,0.502,1369.0,3882,2,4,3,3,1380,0.937,0.765,0
0,1,0,1,0,1,0,0,1,0,44,0.416,1157.0,4467,3,3,2,2,823,0.861,0.683,0
0,1,0,1,0,2,0,1,0,0,55,0.0,4232.0,2312,1,6,4,3,0,0.878,0.609,1
0,1,0,1,0,2,0,1,0,0,45,0.61,561.3,4283,2,4,1,2,877,0.743,0.617,0
0,1,1,1,0,3,0,0,0,1,43,0.199,5551.0,4437,2,5,1,0,1380,0.795,0.882,0
0,1,0,1,0,1,0,1,0,0,52,0.762,785.0,2682,3,5,3,2,2517,0.705,0.516,1
1,1,1,1,0,2,0,0,1,0,61,0.396,2560.0,3862,1,5,3,2,1675,1.079,0.949,0
0,1,1,1,0,6,0,1,0,0,51,0.0,6501.0,5074,2,6,6,2,0,0.651,0.688,0
0,1,1,1,0,2,0,0,1,0,34,0.207,5054.0,5192,1,6,1,3,1322,0.709,0.628,0
0,1,0,1,0,2,0,0,1,0,33,0.0,1457.0,2200,3,5,2,3,0,0.677,0.364,1
0,1,0,2,1,2,0,1,0,0,38,0.0,5576.0,4322,3,3,3,2,0,0.686,0.809,0
0,1,1,1,0,4,0,0,1,0,56,0.0,1438.3,4919,3,5,1,3,0,0.76,0.627,0
0,1,1,1,0,2,0,0,1,0,45,0.705,730.0,4353,3,4,3,3,1748,0.643,0.667,0
1,1,0,4,0,3,1,0,0,0,44,0.348,2380.0,4250,2,6,3,2,1270,0.792,0.929,0
0,1,0,1,1,2,1,0,0,0,52,0.0,2111.0,4459,2,4,2,3,0,0.831,0.756,0
0,1,1,1,0,1,0,0,1,0,30,0.09,11760.0,4108,0,4,1,2,1157,0.668,0.745,0
1,1,0,5,0,1,0,0,1,0,56,0.0,7327.0,2185,2,2,4,4,0,0.598,0.864,1
1,1,0,3,0,3,0,1,0,0,46,0.0,13324.0,4245,1,3,1,2,0,0.917,1.0,0
1,1,0,3,0,1,0,0,0,1,34,0.145,9542.0,4339,2,4,3,2,1612,0.633,1.026,0
0,1,1,1,0,2,1,0,0,0,43,0.069,8875.0,4210,1,5,3,3,660,0.944,0.723,0
1,1,0,2,1,2,0,0,1,0,37,0.0,10226.0,2243,2,6,2,4,0,0.614,0.571,1
0,1,0,1,1,2,0,1,0,0,37,0.0,2140.0,4610,5,6,1,2,0,0.602,1.321,0
0,1,0,1,1,2,0,1,0,0,49,0.759,701.0,3848,1,3,4,2,2203,0.796,0.692,0
1,1,0,3,0,3,0,1,0,0,40,0.33,1186.0,4442,1,6,3,2,584,0.706,0.844,0
0,1,0,1,1,2,0,0,1,0,37,0.0,1534.0,2596,2,3,2,3,0,0.642,0.393,1
0,1,0,1,0,1,0,0,1,0,46,0.69,672.0,4569,2,6,3,3,1498,0.64,0.881,0
1,1,0,5,1,2,0,0,1,0,53,0.0,10001.0,4167,1,6,2,3,0,0.676,0.644,0
0,1,1,1,0,1,0,1,0,0,56,0.372,2620.0,4519,3,3,2,3,1549,0.768,0.708,0
1,1,0,1,0,4,0,0,1,0,65,0.244,4054.0,3855,1,5,2,2,1309,0.574,0.703,0
0,1,0,1,0,6,0,0,1,0,50,0.0,3206.0,4731,2,4,1,0,0,0.631,0.822,0
1,1,0,4,1,2,0,1,0,0,50,0.041,17338.0,4583,2,6,3,2,747,0.681,0.52,0
0,1,0,2,0,5,0,1,0,0,61,0.843,402.0,4344,0,4,3,2,2164,0.578,0.659,0
0,1,0,2,0,2,0,1,0,0,35,0.0,1438.3,4434,2,3,1,2,0,0.744,0.78,0
0,1,0,1,0,2,0,0,1,0,65,0.283,4886.0,2288,2,3,0,3,1926,0.735,0.778,1
0,1,0,2,0,2,0,0,1,0,45,0.732,723.0,4984,4,3,2,2,1977,0.801,1.083,0
0,1,1,1,0,5,0,1,0,0,50,0.245,4129.0,4002,3,3,3,3,1342,0.577,0.763,0
0,1,0,1,0,3,1,0,0,0,43,0.303,3019.0,4093,2,5,3,1,1313,0.671,0.826,0
0,1,0,1,1,2,0,1,0,0,48,0.518,1180.0,2132,4,3,3,3,1267,0.449,0.37,1
0,1,0,1,0,2,0,0,1,0,41,0.719,501.0,3853,4,5,2,2,1282,0.504,0.617,0
1,1,0,4,0,2,0,0,1,0,42,0.151,9986.0,4946,2,4,3,2,1775,0.925,0.698,0
0,1,0,1,0,1,0,0,1,0,52,0.471,1239.0,4501,1,3,3,3,1101,0.766,0.7,0
0,1,0,1,0,3,0,0,1,0,45,0.621,1083.0,4440,5,3,3,0,1776,0.79,0.756,0
1,1,0,2,0,1,0,1,0,0,37,0.983,42.0,4683,3,3,3,3,2481,0.744,0.689,0
1,1,0,2,0,5,0,1,0,0,48,0.0,4776.0,4581,2,4,2,2,0,0.626,0.622,0
0,1,0,1,0,2,0,1,0,0,59,0.523,1287.0,4489,1,3,1,1,1410,0.925,0.706,0
